Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,Customer_Type,City,Branch,Product,Category,Quantity,Unit_Price,Discount_%,Discount_Amount,Total_Amount,Payment_Method,Order_Type,Rating,Delivery_Minutes
ORD-004878,30-03-2025 17:14,CUST21466,Sanjay,21,Other,Walk-in,Chennai,Adyar,Caramel Macchiato,Beverage,3,230,10,69,652.05,Credit Card,Take Away,4,
ORD-027798,10-04-2024 00:22,CUST4179,Harish,21,Female,Regular,Kanchipuram,Mylapore,Croissant,Food,1,130,10,13,122.85,,Delivery,5,51
ORD-029693,16-09-2024 09:34,CUST6033,Meena,49,Other,Regular,Chennai,Besant Nagar,Brownie,Food,2,150,0,0,315,Debit Card,Delivery,5,52
ORD-035124,18-01-2024 16:38,CUST8324,Karthik,22,Male,Regular,Tambaram,Porur,veg wrap,Food,1,200,10,20,189,Cash,Dine In,5,16
ORD-000654,08-03-2024 11:09,CUST16036,Keerthi,27,Female,walk-in,Kanchipuram,Anna Nagar,Cappuccino,Beverage,1,160,10,16,151.2,Credit Card,Take Away,4,
ORD-034736,08-06-2024 07:21,CUST18886,Aishwarya,37,Female,Walk-in,TAMBARAM,Adyar,Latte,Beverage,1,170,0,0,178.5,Debit Card,Dine In,5,
ORD-032452,10-08-2025 19:57,CUST7996,Aishwarya,27,Female,Walk-in,Ambattur,Nungambakkam,Caramel Macchiato,Beverage,3,230,20,138,579.6,UPI,Dine In,5,
ORD-030925,20-12-2023 12:09,CUST15522,Rohit,32,Other,New,Kanchipuram,Mylapore,Chicken Sandwich,Food,1,260,0,0,273,Credit Card,Take Away,3,36
ORD-012113,12/27/2023 03:43,CUST18075,Arun,58,Other,Member,Kanchipuram,Besant Nagar,Latte,Beverage,1,170,0,0,178.5,Debit Card,Delivery,,35
ORD-047472,11-04-2025 05:39,CUST15705,Rohit,23,Male,New,kanchipuram,Besant Nagar,Iced Latte,Beverage,3,180,15,81,481.95,Debit Card,Delivery,5,16
ORD-022925,09-12-2023 02:04,CUST9687,Rohit,26,Female,Member,Chengalpattu,Mylapore,VEG WRAP,Food,2,200,5,20,399,Wallet,Dine In,5,33
ORD-007644,27-02-2023 22:11,CUST21917,Divya,31,Male,Walk-in,Ambattur,Mylapore,Cappuccino,Beverage,3,160,0,0,504,Wallet,Dine In,5,
ORD-041870,07/20/2023 22:21,CUST1749,Harish,36,Female,New,Tambaram,Besant Nagar,Espresso,Beverage,2,110,10,22,207.9,Credit Card,Delivery,5,
ORD-005186,20-05-2024 23:16,CUST2203,Harish,60,  Male  ,New,Chennai,Nungambakkam,Caramel Macchiato,Beverage,3,230,5,34.5,688.27,Debit Card,Dine In,3,41
ORD-008174,21-01-2025 17:37,CUST10261,Rohit,45,Male,Member,Chennai,  Besant Nagar  ,Blueberry Muffin,Food,2,140,20,56,235.2,Cash,Take Away,,
ORD-015875,10-06-2025 04:33,CUST1809,Sanjay,22,Other,New,Ambattur,Porur,Latte,Beverage,2,170,5,17,339.15,UPI,Delivery,5,30
ORD-012771,11-08-2023 16:19,CUST12097,Meena,62,Male,Regular,Ambattur,Triplicane,Cold Coffee,Beverage,2,190,0,0,399,Cash,Take Away,5,
ORD-032460,25-08-2025 03:16,CUST4354,Ananya,53,Other,Regular,Chengalpattu,T Nagar,Filter Coffee,Beverage,1,90,5,4.5,89.78,Cash,Dine In,,
ORD-044307,29-03-2024 17:41,CUST18614,Karthik,62,Female,Member,Kanchipuram,Porur,Caramel Macchiato,Beverage,3,230,15,103.5,615.83,Credit Card,Take Away,,
ORD-017058,14-05-2023 13:08,CUST8320,Ananya,51,Male,New,Chennai,T Nagar,Chicken Sandwich,Food,2,260,0,0,546,Wallet,Delivery,5,
ORD-011627,07-05-2024 16:27,CUST4297,Sanjay,48,Female,Regular,Ambattur,Velachery,Cappuccino,Beverage,1,160,0,0,168,Cash,Take Away,5,
ORD-020032,12-03-2023 18:10,CUST17836,Harish,54,Male,New,Chengalpattu,Adyar,Croissant,Food,1,130,15,19.5,116.03,CREDIT CARD,Delivery,4,
ORD-016473,15-03-2025 10:53,CUST4223,,34,Other,Regular,Chengalpattu,Besant Nagar,Brownie,Food,1,150,10,15,141.75,UPI,Delivery,4,
ORD-047218,07-03-2025 06:34,CUST2882,Rahul,41,Female,Walk-in,Ambattur,Omr,Latte,Beverage,1,170,0,0,178.5,Cash,Delivery,5,
ORD-029150,25-01-2024 08:41,CUST16844,Ananya,33,Male,Regular,Ambattur,Mylapore,Green Tea,Beverage,1,100,20,20,84,Wallet,Take Away,4,
ORD-015036,04-09-2023 09:53,CUST13250,Nisha,23,Male,Regular,Kanchipuram,Porur,Chocolate Muffin,Food,3,150,10,45,425.25,UPI,Dine In,5,
ORD-043563,23-04-2024 00:16,CUST19079,Rahul,27,Other,Regular,Ambattur,OMR,Cold Coffee,Beverage,1,190,0,0,199.5,Cash,Delivery,5,
ORD-027431,18-05-2023 01:50,CUST5657,Aishwarya,42,Other,New,Kanchipuram,Adyar,Cheese Sandwich,Food,2,220,0,0,462,Debit Card,Dine In,,
ORD-005163,04-09-2025 22:13,CUST22744,Aishwarya,61,Female,Walk-in,Ambattur,Nungambakkam,French Fries,Food,2,160,15,48,285.6,UPI,Delivery,5,
ORD-044780,01-06-2024 16:16,CUST14163,Priya,49,Other,New,Chennai,Mylapore,Americano,Beverage,2,130,10,26,245.7,Credit Card,Take Away,5,
ORD-026701,10-09-2023 11:23,CUST14248,  Ananya  ,62,Male,Member,Chennai,T Nagar,Green Tea,Beverage,2,100,5,10,199.5,Wallet,Take Away,5,
ORD-047336,16-09-2024 17:58,CUST20222,Keerthi,18,Other,Member,Ambattur,T Nagar,Masala Tea,Beverage,1,90,10,9,85.05,Credit Card,Delivery,4,
ORD-030030,06/16/2023 09:32,CUST19154,Keerthi,55,Female,New,Chennai,Adyar,croissant,Food,3,130,0,0,409.5,Credit Card,Dine In,5,
ORD-043730,04-04-2024 07:30,CUST11081,Keerthi,49,Male,New,,Triplicane,Latte,Beverage,1,170,5,8.5,169.58,Credit Card,Delivery,2,
ORD-037609,21-04-2024 02:47,CUST18759,Monish,26,Female,Regular,Chengalpattu,Besant Nagar,Hazelnut Coffee,Beverage,2,220,20,88,369.6,Credit Card,Dine In,4,
ORD-022767,27-10-2025 09:25,CUST14457,,48,Female,Walk-in,Chengalpattu,Nungambakkam,Veg Wrap,Food,2,200,5,20,399,UPI,Delivery,-1,
ORD-019529,16-08-2024 13:24,CUST20696,Sneha,58,Male,Regular,Kanchipuram,T Nagar,Brownie,Food,1,150,5,7.5,149.62,Debit Card,Dine In,5,66
ORD-001848,03-04-2023 21:43,CUST10921,sneha,33,Other,New,Chennai,Mylapore,Iced Latte,Beverage,2,180,10,36,340.2,,Delivery,4,10
ORD-012446,26-12-2024 22:21,CUST2538,Nisha,30,  Other  ,New,Tambaram,Velachery,Croissant,food,1,130,5,6.5,129.68,UPI,Delivery,4,
ORD-025473,31-07-2025 19:11,CUST8677,Harish,19,Male,Walk-in,Kanchipuram,Porur,Cold Coffee,Beverage,2,190,10,38,359.1,UPI,Delivery,5,45
ORD-037820,19-10-2025 03:55,CUST21390,Meena,24,Female,Regular,Chennai,Triplicane,Mocha,Beverage,1,210,20,42,176.4,Debit Card,Take Away,4,43
ORD-011334,23-07-2025 07:09,CUST23093,Vignesh,43,Male,New,Chengalpattu,Velachery,Blueberry Muffin,  Food  ,1,140,0,0,147,Wallet,Delivery,,
ORD-039002,21-12-2025 22:44,CUST6181,Meena,56,Male,New,Chennai,ADYAR,VEG WRAP,Food,2,200,0,0,420,Credit Card,Dine In,5,
ORD-043332,12-06-2024 06:48,CUST19050,Keerthi,31,Male,  New  ,Chennai,Adyar,Green Tea,Beverage,3,100,20,60,252,upi,  Take Away  ,3,62
ORD-025017,08-03-2024 05:17,CUST14031,Nisha,18,Other,Walk-in,tambaram,Besant Nagar,Croissant,Food,1,130,10,13,122.85,UPI,Take Away,4,
ORD-031387,06-02-2023 13:40,CUST20321,Arun,19,Male,Member,Chennai,T Nagar,Chocolate Muffin,Food,2,150,0,0,315,Wallet,dine in,2,
ORD-049522,04/26/2023 14:55,CUST11447,Monish,60,Other,Member,Chennai,OMR,Blueberry Muffin,Food,3,140,0,0,441,Debit Card,Dine In,2,
ORD-018822,15-08-2025 11:21,CUST2809,Keerthi,33,Other,New,Chennai,Mylapore,Masala Tea,Beverage,1,90,15,13.5,80.33,Wallet,Take Away,5,44
ORD-048970,23-11-2025 13:04,CUST23419,Ananya,40,,Walk-in,Ambattur,Triplicane,Green Tea,Beverage,4,100,0,0,420,Cash,Dine In,,
ORD-045951,08-04-2025 20:20,CUST22863,Monish,63,Other,New,Ambattur,Anna Nagar,Blueberry Muffin,Food,1,140,15,21,124.95,Debit Card,Delivery,,
ORD-014931,15-08-2025 06:20,CUST9990,Monish,37,Female,Member,Ambattur,Adyar,Brownie,Food,1,150,20,30,126,Wallet,Take Away,5,8
ORD-026772,02/14/2023 20:19,CUST15475,Rohit,62,Male,new,Ambattur,Triplicane,Latte,Beverage,2,170,10,34,321.3,UPI,take away,5,
ORD-030042,21-05-2024 06:05,CUST4666,Sanjay,57,Other,Member,Chennai,Nungambakkam,Latte,Beverage,2,170,10,34,321.3,  UPI  ,Delivery,3,31
ORD-045036,03/18/2025 21:17,CUST12854,Divya,21,Male,Member,Tambaram,Anna Nagar,Chocolate Muffin,Food,2,150,15,45,267.75,Credit Card,Take Away,4,
ORD-008357,14-06-2025 02:48,CUST5377,Vignesh,29,Other,Walk-in,Chennai,Porur,Cold Coffee,Beverage,4,190,5,38,758.1,Debit Card,Delivery,5,
ORD-000334,06-04-2024 09:21,CUST3899,Priya,38,Male,Walk-in,Chennai,Besant Nagar,Hazelnut Coffee,Beverage,1,220,5,11,219.45,Wallet,Dine In,4,66
ORD-025952,30-06-2023 16:09,CUST2381,Monish,27,Male,Regular,Tambaram,Adyar,  Croissant  ,Food,3,130,0,0,409.5,UPI,Dine In,4,20
ORD-044917,25-03-2024 12:24,CUST7846,Sneha,18,Male,Member,Ambattur,Adyar,Green Tea,Beverage,4,100,0,0,420,Debit Card,Delivery,5,
ORD-040442,21-07-2024 22:51,CUST1679,Aishwarya,50,Male,Regular,Chennai,Adyar,Veg Wrap,Food,2,200,5,20,399,UPI,Delivery,5,42
ORD-017143,08-02-2024 17:55,CUST4549,Sanjay,40,Female,New,Ambattur,OMR,Caramel Macchiato,Beverage,3,230,15,103.5,615.83,Wallet,Take Away,4,69
ORD-005051,20-02-2024 10:36,CUST14690,Meena,40,Male,Walk-in,Chengalpattu,Anna Nagar,Espresso,Beverage,4,110,10,44,415.8,Debit Card,Delivery,3,
ORD-007387,04/25/2023 09:10,CUST7268,Sanjay,42,Female,New,Ambattur,Velachery,Masala Tea,Beverage,1,90,15,13.5,80.33,UPI,Delivery,,20
ORD-029062,11-08-2024 14:32,CUST23143,Harish,41,Other,New,Chengalpattu,Anna Nagar,Chocolate Muffin,FOOD,2,150,15,45,267.75,Debit Card,Take Away,3,11
ORD-017269,07/14/2023 18:01,CUST23633,Karthik,56,Other,Member,Chengalpattu,Mylapore,Iced Latte,Beverage,1,180,10,18,170.1,Cash,Delivery,5,
ORD-020164,28-06-2025 11:09,CUST3453,Sneha,24,Other,Regular,Ambattur,Velachery,Latte,Beverage,1,170,10,17,160.65,Debit Card,Dine In,4,48
ORD-044924,02-01-2024 05:45,CUST1232,Meena,57,Male,Walk-in,Chennai,Anna Nagar,Chicken Sandwich,Food,1,260,5,13,259.35,Debit Card,Take Away,4,
ORD-048637,09-03-2025 15:19,CUST15163,Harish,49,Female,New,Chennai,OMR,Cappuccino,Beverage,1,160,20,32,134.4,Wallet,Take Away,4,
ORD-026070,24-11-2024 15:16,CUST7895,Karthik,65,Other,Member,Chennai,Porur,Caramel Macchiato,Beverage,1,230,10,23,217.35,wallet,Dine In,5,60
ORD-025975,04/23/2025 01:01,CUST6643,Priya,,Other,New,Tambaram,Porur,Americano,Beverage,2,130,10,26,245.7,Debit Card,Dine In,5,37
ORD-022498,29-07-2025 03:09,CUST7164,Divya,21,Female,Regular,Ambattur,Porur,Masala Tea,Beverage,1,90,0,0,94.5,Cash,Take Away,4,
ORD-033124,10-09-2024 14:07,CUST17761,Sanjay,20,Male,Walk-in,Kanchipuram,Anna Nagar,Brownie,Food,1,150,5,7.5,149.62,UPI,Dine In,4,
ORD-008763,26-05-2024 12:45,CUST11279,Keerthi,29,Other,Member,Kanchipuram,T Nagar,Mocha,  Beverage  ,1,210,15,31.5,187.43,Debit Card,Delivery,4,39
ORD-009013,04-06-2025 22:36,CUST14956,Karthik,65,Other,Regular,  Ambattur  ,Triplicane,Caramel Macchiato,Beverage,2,230,0,0,483,Debit Card,Delivery,4,48
ORD-031115,06-06-2024 11:13,CUST1285,  Divya  ,45,Male,Regular,Tambaram,Velachery,Blueberry Muffin,Food,2,140,20,56,235.2,UPI,DINE IN,5,
ORD-020358,18-10-2023 17:08,CUST18543,Keerthi,63,Other,New,Chengalpattu,Triplicane,Caramel Macchiato,Beverage,1,230,15,34.5,205.28,WALLET,Take Away,5,9
ORD-015158,01/24/2024 22:16,CUST23566,Monish,26,Female,Walk-in,Ambattur,Anna Nagar,Croissant,Food,1,130,0,0,136.5,UPI,Take Away,,
ORD-014486,28-09-2024 10:43,CUST6762,Meena,28,Other,Regular,Tambaram,T Nagar,Blueberry Muffin,FOOD,1,140,10,14,132.3,CASH,Take Away,5,64
ORD-002866,02/16/2023 16:40,CUST1170,Divya,39,Female,Member,Kanchipuram,Anna Nagar,Brownie,Food,1,150,5,7.5,149.62,Credit Card,Take Away,4,
ORD-023993,10-07-2025 09:37,CUST5783,Harish,62,Male,New,Kanchipuram,Adyar,Americano,Beverage,2,130,20,52,218.4,CASH,Dine In,5,
ORD-022425,19-02-2025 18:16,CUST20499,Karthik,33,Male,New,Ambattur,Adyar,Cheese Sandwich,FOOD,1,220,0,0,231,Cash,Delivery,5,
ORD-042673,18-01-2023 14:52,CUST4785,Priya,49,Other,Regular,Ambattur,OMR,Espresso,Beverage,1,110,0,0,115.5,Wallet,Delivery,3,
ORD-033524,10-11-2024 20:58,CUST11256,Rohit,30,Other,Walk-in,Chennai,Besant Nagar,Chicken Sandwich,Food,3,260,15,117,696.15,UPI,Take Away,4,
ORD-005851,12/19/2025 18:50,CUST11587,Aishwarya,20,Other,New,Chennai,Porur,Chocolate Muffin,Food,1,150,10,15,141.75,UPI,Delivery,5,20
ORD-032235,20-04-2023 11:12,CUST18719,Sneha,65,Other,Regular,Ambattur,Porur,ICED LATTE,Beverage,1,180,5,9,179.55,Credit Card,Delivery,,28
ORD-012735,08/13/2023 22:26,CUST16401,Keerthi,25,Other,New,Kanchipuram,Adyar,French Fries,Food,3,160,20,96,403.2,Credit Card,Take Away,5,
ORD-033272,25-03-2024 06:33,CUST9599,Monish,35,Male,Regular,Chennai,T Nagar,Iced Latte,Beverage,1,180,0,0,189,Wallet,Take Away,4,43
ORD-048880,20-04-2023 07:12,CUST8569,Sanjay,20,Other,Regular,Chennai,Velachery,Americano,Beverage,1,130,15,19.5,116.03,Debit Card,Dine In,5,
ORD-022473,13-02-2024 17:04,CUST4566,Karthik,51,Male,Walk-in,Kanchipuram,Triplicane,Americano,Beverage,1,130,10,13,122.85,Credit Card,Dine In,4,
ORD-017996,09-11-2025 22:05,CUST18722,Rohit,22,Other,New,Ambattur,Anna Nagar,Latte,Beverage,1,170,5,8.5,169.58,Wallet,Delivery,4,
ORD-032630,19-01-2023 09:57,CUST11551,Priya,43,Male,Walk-in,Tambaram,T Nagar,Espresso,Beverage,2,110,20,44,184.8,Cash,Dine In,5,
ORD-031430,07-04-2025 05:22,CUST16220,Aishwarya,32,Female,Member,Chennai,OMR,Cold Coffee,Beverage,2,190,10,38,359.1,Debit Card,Delivery,5,
ORD-008254,17-01-2025 09:58,CUST2321,,31,Other,New,Ambattur,Adyar,Cold Coffee,Beverage,1,190,5,9.5,189.53,credit card,Take Away,,30
ORD-025847,03-02-2025 09:38,CUST11557,Sanjay,45,Other,Walk-in,Tambaram,Adyar,Iced Latte,Beverage,1,180,5,9,179.55,wallet,Dine In,,
ORD-040645,11/14/2024 14:47,CUST9701,Keerthi,31,Female,Member,Kanchipuram,T Nagar,Blueberry Muffin,Food,1,140,10,14,132.3,UPI,Take Away,5,12
ORD-034189,31-03-2023 03:54,CUST24478,Vignesh,26,Female,MEMBER,Chengalpattu,Anna Nagar,Caramel Macchiato,Beverage,1,230,20,46,193.2,UPI,Dine In,5,
ORD-020336,26-01-2024 23:18,CUST20352,Harish,22,Male,Walk-in,Chengalpattu,Triplicane,Brownie,Food,1,150,0,0,157.5,Debit Card,Dine In,5,
ORD-007755,08-11-2025 11:08,CUST24660,Priya,56,Other,Member,Tambaram,Mylapore,Hazelnut Coffee,Beverage,2,220,0,0,462,  Cash  ,Delivery,5,
ORD-019134,01/31/2024 11:56,CUST7980,Divya,49,Female,Walk-in,Ambattur,OMR,Chicken Sandwich,Food,5,260,20,260,1092,UPI,Delivery,3,12
ORD-047021,06-07-2024 11:10,CUST23949,  Karthik  ,30,Male,Member,Chengalpattu,Adyar,Veg Wrap,Food,1,200,0,0,210,Credit Card,Dine In,2,
ORD-022643,27-10-2025 11:28,CUST20529,Keerthi,37,Other,Member,Kanchipuram,Velachery,latte,Beverage,4,170,0,0,714,UPI,Dine In,5,34
ORD-019362,28-02-2025 20:01,CUST13128,  Nisha  ,24,Male,Member,Chengalpattu,OMR,Chocolate Muffin,Food,1,150,5,7.5,149.62,UPI,Take Away,5,
ORD-043513,01-01-2025 22:41,CUST19515,Divya,65,Female,New,Chengalpattu,Triplicane,Chicken Sandwich,Food,1,260,0,0,273,Wallet,take away,5,
ORD-012715,18-02-2024 02:18,CUST2419,,18,Other,New,Chengalpattu,Besant Nagar,caramel macchiato,Beverage,3,230,0,0,724.5,Wallet,Take Away,5,38
ORD-014264,10-03-2024 09:29,CUST5753,Sneha,21,Other,Regular,Tambaram,Nungambakkam,Green Tea,Beverage,2,100,10,20,189,Cash,Dine In,5,
ORD-017986,02-06-2023 14:46,CUST17761,Monish,32,Male,New,Ambattur,Besant Nagar,Cappuccino,Beverage,2,160,5,16,319.2,Credit Card,Delivery,5,
ORD-026747,20-08-2025 08:14,CUST12377,Karthik,53,Male,New,Chengalpattu,OMR,French Fries,Food,2,160,48,153.6,174.72,  UPI  ,Delivery,4,55
ORD-001450,16-09-2025 02:53,CUST17762,Rohit,34,Female,Walk-in,Kanchipuram,OMR,Cappuccino,Beverage,3,160,5,24,478.8,Cash,Delivery,5,
ORD-043081,11/28/2025 17:36,CUST24610,Keerthi,49,Male,Regular,  Chengalpattu  ,Anna Nagar,Blueberry Muffin,Food,2,140,0,0,294,UPI,Dine In,5,
ORD-002774,13-01-2023 04:55,CUST16454,Ananya,63,Other,New,Ambattur,Anna Nagar,Caramel Macchiato,Beverage,1,230,10,23,217.35,Wallet,Delivery,,
ORD-034929,06-10-2025 14:08,CUST5163,Meena,27,Other,New,Ambattur,Velachery,Veg Wrap,Food,2,200,0,0,420,Wallet,Delivery,,
ORD-011749,08/24/2024 03:42,CUST21099,Priya,38,Other,New,Tambaram,Porur,Veg Wrap,Food,1,200,20,40,168,Debit Card,Delivery,,
ORD-034358,19-07-2024 12:35,CUST23757,Divya,40,Female,Walk-in,Kanchipuram,Velachery,Croissant,Food,1,130,20,26,109.2,Cash,Delivery,,43
ORD-023574,15-05-2025 00:01,CUST24504,,22,Female,Walk-in,,Nungambakkam,Cold Coffee,Beverage,1,190,5,9.5,189.53,Credit Card,Delivery,5,
ORD-028011,25-03-2024 19:25,CUST6342,Divya,18,Female,Member,Kanchipuram,OMR,Chocolate Muffin,food,3,150,15,67.5,401.62,Cash,Take Away,5,
ORD-029012,26-12-2024 19:46,CUST1858,Vignesh,56,Other,Regular,Ambattur,TRIPLICANE,Iced Latte,Beverage,3,180,15,81,481.95,Debit Card,Delivery,5,
ORD-034959,07-12-2024 03:00,CUST9255,Harish,38,OTHER,Member,Kanchipuram,Triplicane,Chocolate Muffin,Food,1,150,10,15,141.75,Credit Card,Delivery,,
ORD-039776,28-08-2023 04:25,CUST21958,Arun,26,Other,Member,Kanchipuram,Porur,Cheese Sandwich,Food,2,220,5,22,438.9,Wallet,Delivery,5,
ORD-002837,26-02-2024 03:41,CUST2334,Aishwarya,47,Female,Regular,Chengalpattu,Nungambakkam,Blueberry Muffin,Food,1,140,15,21,124.95,Debit card ,Delivery,5,
ORD-004228,21-05-2023 00:09,CUST18511,Arun,49,Other,Member,Tambaram,Triplicane,Green Tea,Beverage,1,100,10,10,94.5,UPI,Dine In,3,
ORD-045396,09-05-2025 06:15,CUST22325,Nisha,53,Male,Regular,Ambattur,Porur,French Fries,Food,3,160,15,72,428.4,UPI,Take Away,2,
ORD-048627,24-06-2023 11:27,CUST19524,Divya,40,Male,Walk-in,Kanchipuram,Adyar,Green Tea,Beverage,4,100,10,40,378,Debit Card,Take Away,5,
ORD-010466,02-06-2023 09:45,CUST20726,Karthik,64,Female,Member,Chennai,Triplicane,Veg Wrap,Food,2,200,0,0,420,Debit Card,Delivery,4,52
ORD-034455,19-07-2023 03:33,CUST3617,Nisha,24,Other,New,Kanchipuram,Besant Nagar,Chicken Sandwich,Food,4,260,0,0,1092,Credit Card,Dine In,5,14
ORD-011087,03-03-2024 22:23,CUST16526,Sanjay,64,Male,Member,Tambaram,Nungambakkam,French Fries,Food,2,160,5,16,319.2,Wallet,Dine In,4,
ORD-029400,26-04-2024 04:49,CUST8924,Arun,,female,New,Chennai,T NAGAR,Mocha,Beverage,1,210,0,0,220.5,Wallet,Take Away,4,54
ORD-005697,26-09-2024 17:33,CUST23860,  Vignesh  ,41,Female,New,Chengalpattu,Mylapore,French Fries,Food,2,160,20,64,268.8,Debit Card,Dine In,5,26
ORD-001028,05-09-2024 19:12,CUST9880,Rahul,26,Female,Walk-in,Chennai,Besant Nagar,Hazelnut Coffee,Beverage,3,220,10,66,623.7,Cash,Take Away,5,
ORD-025374,26-08-2025 03:35,CUST21769,Ananya,61,Other,Regular,Chengalpattu,Besant Nagar,Masala Tea,Beverage,1,90,0,0,94.5,Debit Card,Delivery,5,
ORD-000761,10-09-2025 02:02,CUST20434,Monish,34,Other,New,Ambattur,Porur,Iced Latte,Beverage,2,180,10,36,340.2,Cash,Dine In,4,
ORD-032559,17-09-2023 03:31,CUST17591,Monish,46,Female,New,Chengalpattu,OMR,Croissant,Food,2,130,0,0,273,Wallet,Delivery,4,14
ORD-046831,08-11-2024 10:01,CUST22267,Nisha,21,Male,Regular,Chengalpattu,T Nagar,Veg Wrap,Food,2,200,10,40,378,Cash,Take Away,4,
ORD-042843,13-04-2024 19:52,CUST11985,Sanjay,35,Female,Member,Kanchipuram,Nungambakkam,Cheese Sandwich,Food,1,220,10,22,207.9,Cash,Delivery,3,42
ORD-042447,08-09-2023 11:00,CUST6372,Karthik,62,Female,Regular,Tambaram,Velachery,Green Tea,Beverage,2,100,0,0,210,Cash,Dine In,5,
ORD-026693,01-12-2025 21:54,CUST4421,Sanjay,53,Male,New,Kanchipuram,Besant Nagar,Iced Latte,Beverage,2,180,0,0,378,Debit Card,Dine In,4,62
ORD-005383,17-02-2023 16:32,CUST12144,Vignesh,18,Female,Member,Tambaram,T Nagar,Caramel Macchiato,Beverage,1,230,0,0,241.5,Credit Card,Delivery,,46
ORD-028414,05-01-2024 01:27,CUST16125,Sneha,64,Other,Regular,Kanchipuram,Nungambakkam,  Hazelnut Coffee  ,Beverage,3,220,0,0,693,Debit Card,Dine In,5,
ORD-044135,23-03-2025 11:04,CUST6173,Sneha,49,Other,New,Tambaram,Anna Nagar,Iced Latte,Beverage,4,180,15,108,642.6,Cash,Take Away,1,
ORD-034827,11/13/2023 13:50,CUST7903,Keerthi,38,Female,Member,Ambattur,Triplicane,Mocha,Beverage,3,210,36,226.8,423.36,UPI,Take Away,,
ORD-021329,06/27/2024 14:39,CUST15803,Rohit,21,Male,Member,Tambaram,OMR,Filter Coffee,Beverage,1,90,20,18,75.6,Credit Card,Delivery,3,
ORD-023385,01-03-2024 07:15,CUST5913,Karthik,59,Other,Member,Chennai,Porur,Hazelnut Coffee,Beverage,1,220,10,22,207.9,Cash,Dine In,5,
ORD-022396,04-08-2024 16:34,CUST15655,Meena,37,Other,Regular,Chengalpattu,Velachery,Cappuccino,Beverage,2,160,0,0,336,UPI,Delivery,5,
ORD-004810,28-10-2023 13:51,CUST1024,Harish,46,Male,Regular,Tambaram,Anna Nagar,Filter Coffee,Beverage,1,90,10,9,85.05,UPI,Dine In,4,44
ORD-017976,01-09-2023 08:07,CUST22333,Harish,43,Male,New,Tambaram,Triplicane,Latte,Beverage,3,170,5,25.5,508.73,UPI,Dine In,,
ORD-031426,22-09-2024 12:29,CUST2101,Harish,27,Other,Member,Ambattur,Adyar,Caramel Macchiato,Beverage,1,230,0,0,241.5,Credit Card,Take Away,5,
ORD-037537,02/29/2024 05:46,CUST15205,Karthik,30,Male,New,Tambaram,OMR,Cheese Sandwich,Food,2,220,20,88,369.6,UPI,Take Away,4,
ORD-031148,19-05-2023 11:55,CUST9514,Aishwarya,43,Male,Walk-in,Tambaram,Nungambakkam,Filter Coffee,Beverage,2,90,0,0,189,Cash,Dine In,1,38
ORD-000152,19-07-2025 01:17,CUST23975,Harish,45,Male,Walk-in,Kanchipuram,Nungambakkam,Chicken Sandwich,Food,1,260,10,26,245.7,Wallet,Take Away,1,46
,,,,,,,,,,,,,,,,,,,
ORD-025195,15-11-2023 03:56,CUST24630,Meena,44,Other,Walk-in,Chengalpattu,Nungambakkam,Blueberry Muffin,Food,2,140,0,0,294,Credit card ,Take Away,3,
ORD-032080,04/14/2024 15:25,CUST4942,,48,Male,Regular,Kanchipuram,Nungambakkam,Masala Tea,Beverage,1,90,10,9,85.05,Wallet,Take Away,1,19
ORD-042326,01-07-2024 11:51,CUST20589,Harish,61,Female,Member,Chennai,Triplicane,Latte,Beverage,1,170,0,0,178.5,Cash,Dine In,,23
ORD-029986,05/17/2024 19:42,CUST4142,Rahul,24,Other,Regular,Tambaram,OMR,Cappuccino,Beverage,1,160,15,24,142.8,Wallet,Delivery,4,
ORD-014380,22-07-2024 19:13,CUST16839,Rahul,56,Other,Walk-in,Tambaram,Porur,Mocha,Beverage,1,210,0,0,220.5,Cash,Delivery,5,8
ORD-048455,03-06-2025 13:00,CUST13389,  Ananya  ,35,Female,Regular,Tambaram,Anna Nagar,French Fries,Food,2,160,0,0,336,Debit Card,Dine In,5,
ORD-045033,28-06-2025 15:11,CUST22266,Aishwarya,41,Female,Regular,Chennai,Porur,Americano,Beverage,2,130,0,0,273,Debit Card,Dine In,5,
ORD-044773,13-04-2025 17:39,CUST21627,Vignesh,26,Female,Regular,Ambattur,T Nagar,Veg Wrap,Food,1,200,0,0,210,Credit Card,Delivery,4,
ORD-044506,23-01-2024 17:28,CUST11905,Vignesh,45,Other,Walk-in,Chengalpattu,OMR,Veg Wrap,Food,1,200,0,0,₹ 210.00,Cash,Take Away,5,
ORD-013431,27-02-2024 10:23,CUST9880,Divya,35,Other,Walk-in,Chennai,OMR,Brownie,Food,2,150,10,30,283.5,Cash,Delivery,4,
ORD-023043,06-09-2023 18:44,CUST24749,Sanjay,29,Male,Member,Ambattur,OMR,Mocha,Beverage,2,210,0,0,441,Wallet,Dine In,5,11
ORD-032841,30-05-2024 17:21,CUST20355,Divya,20,  Male  ,Regular,AMBATTUR,Triplicane,Brownie,Food,1,150,15,22.5,133.88,Debit Card,Dine In,4,
ORD-034464,06/20/2024 11:21,CUST24780,Aishwarya,43,Male,New,Chennai,Anna Nagar,Chicken Sandwich,Food,2,260,15,78,464.1,UPI,Delivery,5,
